1.3,296.9
296.9,329.9
329.9,450.5
0.6,57.5
57.5,84.6
84.6,129.7
0.0,32.0
32.0,50.2
50.2,88.8
37.0,145.4
145.4,196.5
196.5,362.3
1.4,1.4
1.4,94.5
94.5,94.5
9.2,341.3
341.3,398.8
398.8,643.1
0.1,50.6
50.6,110.1
110.1,116.9
0.1,0.1
0.1,58.8
58.8,65.3
0.9,0.9
0.9,60.4
60.4,84.0
9.0,230.5
230.5,270.5
270.5,358.2
4.2,47.3
47.3,58.6
58.6,98.6
8.1,184.0
184.0,211.5
211.5,387.2
6.8,73.6
73.6,90.3
90.3,175.2
11.1,138.4
138.4,166.0
166.0,233.7
2.0,144.4
144.4,184.0
184.0,332.0
5.2,130.1
130.1,161.1
161.1,214.8
0.0,547.1
547.1,595.8
595.8,704.1
4.7,82.6
82.6,90.0
90.0,228.0
5.3,125.7
125.7,162.7
162.7,195.6
0.0,66.4
66.4,100.7
100.7,125.6
3.5,41.9
41.9,46.6
46.6,98.7
4.4,15.7
15.7,52.2
52.2,98.7
2.5,28.7
28.7,63.2
63.2,76.2
2.7,86.0
86.0,164.0
164.0,203.2
22.8,31.8
31.8,46.6
46.6,78.6
6.0,32.0
32.0,78.4
78.4,113.0
9.0,247.4
247.4,348.9
348.9,565.1
0.0,130.8
130.8,184.3
184.3,219.0
29.3,50.9
50.9,51.9
51.9,69.2
0.3,103.0
103.0,126.7
126.7,214.0
0.0,126.7
126.7,158.9
158.9,204.1
0.4,44.5
44.5,84.5
84.5,106.7
3.7,185.8
185.8,213.9
213.9,374.2
1.3,48.7
48.7,92.3
92.3,132.5
15.4,52.2
52.2,72.8
72.8,91.1
10.3,57.5
57.5,92.8
92.8,174.0
4.3,84.4
84.4,127.4
127.4,176.6
0.9,17.1
17.1,44.8
44.8,82.1
11.7,182.9
182.9,191.7
191.7,325.1
20.3,76.8
76.8,121.2
121.2,168.1
0.0,113.4
113.4,141.4
141.4,202.8
27.1,44.4
44.4,66.9
66.9,99.6
1.1,54.1
54.1,57.6
57.6,120.1
4.0,119.3
119.3,157.1
157.1,201.9
0.2,88.9
88.9,122.5
122.5,181.8
7.5,85.1
85.1,136.7
136.7,211.5
0.7,147.0
147.0,170.7
170.7,249.4
0.2,201.1
201.1,210.6
210.6,354.3
19.4,366.6
366.6,370.7
370.7,727.5
4.8,55.4
55.4,80.4
80.4,111.6
6.3,34.5
34.5,61.1
61.1,96.7
0.9,0.9
0.9,88.6
88.6,93.2
3.2,11.0
11.0,15.4
15.4,28.9
14.3,76.6
76.6,93.4
93.4,137.2
0.9,313.7
313.7,343.3
343.3,560.9
6.3,770.8
770.8,792.9
792.9,1015.5
1.7,354.8
354.8,478.6
478.6,665.4
17.7,83.9
83.9,98.2
98.2,224.5
2.4,99.7
99.7,130.5
130.5,256.7
3.1,44.7
44.7,78.3
78.3,91.7
0.0,65.1
65.1,96.8
96.8,321.2
0.1,168.9
168.9,215.8
215.8,385.6
0.2,507.1
507.1,577.0
577.0,636.1
0.0,103.5
103.5,148.7
148.7,231.5
1.4,71.7
71.7,108.5
108.5,150.3
1.7,409.2
409.2,540.1
540.1,886.2
0.0,339.1
339.1,359.9
359.9,612.6
0.0,190.8
190.8,239.5
239.5,263.4
1.1,82.6
82.6,103.5
103.5,131.9
15.5,62.6
62.6,67.1
67.1,113.8
0.0,212.8
212.8,291.2
291.2,420.6
1.3,72.6
72.6,104.5
104.5,142.6
5.7,127.8
127.8,138.4
138.4,279.0
0.1,40.6
40.6,70.9
70.9,87.1
3.4,134.7
134.7,163.7
163.7,210.1
11.3,125.8
125.8,150.8
150.8,209.7
3.8,71.2
71.2,72.3
72.3,156.0
3.8,82.9
82.9,97.6
97.6,176.6
0.0,101.5
101.5,140.0
140.0,191.3
8.4,120.2
120.2,128.0
128.0,196.5
0.4,88.8
88.8,112.0
112.0,185.2
